CIN,Name,roc,status
U74990DL1971PTC005566,BAMOCHI EXPORT HOUSE PRIVATE LIMITED,Delhi,Strike Off
U74999DL1995PTC066224,RUSTAGI ENGINEERING UDYOG PRIVATE LIMITED,Delhi,Strike Off
U74999DL1999PTC099990,GOLDSCAN TELECOMMUNICATIONS PRIVATE LIMI TED,Delhi,Strike Off
U92132DL2001PTC112681,GROUP 7 PRODUCTIONS PRIVATE LIMITED,Delhi,Strike Off
U80302DL2020PTC362399,ABC MOBILE INSTITUTE OF TECHNOLOGY PRIVATE LIMITED,Delhi,Active
U74999DL2014PTC270589,MNV CASTING PRIVATE LIMITED,Delhi,Active
U15310DL2012PTC243567,SHRI BALAJI BEANS PRIVATE LIMITED,Delhi,Active
U15400DL2020PTC368927,KULHAD ADDA PRIVATE LIMITED,Delhi,Active
U15490DL2020PTC369853,SARVAG FOODS PRIVATE LIMITED,Delhi,Active
U27109DL1981PTC011908,SURAJ INTERNATIONAL PRIVATE LIMITED,Delhi,Strike Off
U01403DL2007PTC167564,DEVPRIYA NATURAL FOOD PRODUCTS PRIVATE L IMITED,Delhi,Strike Off
U17309DL2017PTC323028,BLOOMINGDALE VENDORS PRIVATE LIMITED,Delhi,Active
U18101DL2006PTC146779,FORAYS APPARELS PRIVATE LIMITED,Delhi,Strike Off
AAW-1621,F2H MARKETING & RETAIL SERVICES LLP,Delhi,Active
AAB-6448,CHARTERED INTERPRETERS LLP,Delhi,Defunct
U70100DL2016OPC309513,SRI SHIVEN ASSOCIATES PRIVATE LIMITED (OPC),Delhi,Active
U63030DL2017PTC318949,STSP CARGO MOVERS PRIVATE LIMITED,Delhi,Active
U63040DL1998PTC092153,TRAVEL VOGUE PRIVATE LIMITED,Delhi,Active
U70200DL2010PLC199170,DELHI INFRATECH LIMITED,Delhi,Active
U72200DL2008PTC174018,VIRTUAL RISK SERVICES PRIVATE LIMITED,Delhi,Active
U55101DL2001PTC111928,SRI GURU KRIPA FOOD AND BREVERAGES PVT. LTD. N,Delhi,Strike Off
U55101DL2015PTC288344,ILLUMINATI HOTELS PRIVATE LIMITED,Delhi,Active
U60200DL2020PTC361417,GTS EXPRESS INDIA PRIVATE LIMITED,Delhi,Active
U52609DL2017PTC324340,INDIGENA HERBS AND ORGANICS PRIVATE LIMITED,Delhi,Active
U72300DL2008PTC174066,INDIRA IRON ORE PRIVATE LIMITED,Delhi,Strike Off
U72300DL2013PTC260810,SIGNISYS TECHNICAL SERVICES PRIVATE LIMITED,Delhi,Strike Off
U72900DL2016PTC305075,NEXREVO TECHNOLOGIES PRIVATE LIMITED,Delhi,Active
U72900DL2019OPC348098,DYG TECHSYSTEM (OPC) PRIVATE LIMITED,Delhi,Active
U51909DL2003PTC119206,SAHIL FUELS PRIVATE LIMITED,Delhi,Active
U51909DL2006PTC156762,HARI TRADERS PRIVATE LIMITED,Delhi,Strike Off
U51909DL2010PTC200673,SAMAD IMPEX PRIVATE LIMITED,Delhi,Strike Off
U51909DL2014PTC267242,PRASH RAJ ENTERPRISES PRIVATE LIMITED,Delhi,Active
U52100DL2016PLC292172,ABOECTS TRADING AND MARKETING LIMITED,Delhi,Active
U67120DL2003PTC120805,TIMES STOCK BROKING PRIVATE LIMITED,Delhi,Under Process of Striking Off
U31909DL2019PTC355659,WOWMY DREAMS INDIA RETAIL PRIVATE LIMITED,Delhi,Active
U35923DL2019PTC359001,PASIO TECHNOPLAST INDIA PRIVATE LIMITED,Delhi,Active
U45300DL2008PTC176280,SANMOK INFRASTRUCTURES PRIVATE LIMITED,Delhi,Strike Off
U45400DL2011PTC218883,PINK ELEPHANT CONSTRUCTION PRIVATE LIMITED,Delhi,Strike Off
U45400DL2012PTC241849,QUITE CONSTRUCTIONS PRIVATE LIMITED,Delhi,Strike Off
U45400DL2013PTC253641,SITI REALCON INFRATECH PRIVATE LIMITED,Delhi,Strike Off
U51101DL2013PTC255700,CORDIAL OVERSEAS PRIVATE LIMITED,Delhi,Strike Off
U45200DL2007PTC158353,AVD LAND DEVELOPERS & CONSTURCTIONS PRIVATE LIMITED,Delhi,Strike Off
U45201DL2005PTC142892,AESTHETE COLONIZERS PRIVATE LIMITED,Delhi,Active
U45201DL2006PTC146999,VJK CONSTRUCTIONS PRIVATE LIMITED,Delhi,Strike Off
AAL-7526,BIZATECH ADVISORS LLP,Delhi,Active
AAO-9948,POOJA ASSOCIATES LLP,Delhi,Active
AAH-6774,EGON BLUE LLP,Delhi,Active
AAI-9426,MA KATYANI COLOUR LABS LLP,Delhi,Active
AAJ-2186,SWAGAT FARMS LLP,Delhi,Active
AAJ-4058,SAPTARANG ESTATES LLP,Delhi,Active
U74920DL2011PTC214186,EASYLIFE TECHNOLOGIES PRIVATE LIMITED,Delhi,Strike Off
U74110DL2010PTC203372,AUXILIUM LEGAL SERVICES PRIVATE LIMITED,Delhi,Strike Off
U74899DL1988PTC030993,BON SALES PVT LTD,Delhi,Active
U74899DL1991PTC046635,ST SOLDIER HOUSING AND CONSTRUCTION PRIVATE LIMITED,Delhi,Active
U74899DL1995PTC069506,PHJ SECURITIES PRIVATE LIMITED,Delhi,Active
U74899DL1996PLC080423,DYANAMIC ENGINEERS LIMITED,Delhi,Active
U74900DL2009PTC187169,CHIC INFRASTRUCTURE PRIVATE LIMITED,Delhi,Active
U74900DL2010PTC199239,ILS VISAS SERVICES PRIVATE LIMITED,Delhi,Strike Off
U74900DL2016PLC292535,WEKA PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U74900DL2016PLC292670,HAMISH PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U74999DL2014PTC268040,LAGERSTROEMIA ADVISORS PRIVATE LIMITED,Delhi,Active
U74999DL2016PLC292186,GAZANIA PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U74999DL2016PLC292757,JACANAS PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U74999DL2017OPC318753,AJIM IMPORT EXPORT (OPC) PRIVATE LIMITED,Delhi,Active
U70102DL2009PTC196647,MASUVI HOMES PRIVATE LIMITED,Delhi,Strike Off
U74140DL2007PTC167226,VISMAA RETAIL VENTURES PRIVATE LIMITED,Delhi,Strike Off
U31401DL2015PTC276276,KOSMOS ENERGY PRIVATE LIMITED,Delhi,Under Process of Striking Off
U74899DL1981PLC012017,OWN INVESTMENT INDIA LIMITED,Delhi,Active
U85110DL2012PTC235357,TRU LABS PRIVATE LIMITED,Delhi,Strike Off
U92140DL2021OPC379516,KALAKAAR SPACE (OPC) PRIVATE LIMITED,Delhi,Active
U93000DL2009PTC191549,YWC CONSULTANTS PRIVATE LIMITED,Delhi,Strike Off
U93000DL2009PTC191874,QUEESEC AUTOMATIONS PRIVATE LIMITED,Delhi,Strike Off
U93090DL2019PTC356489,SEA LIONS SPORTS & ENTERTAINMENT PRIVATE LIMITED,Delhi,Active
U99999DL1983PTC015429,BEGUM CHIT FUND PVT LTD,Delhi,Strike Off
U70109DL2013PTC248772,RIYA PROMOTERS & DEVELOPERS PRIVATE LIMITED,Delhi,Active
U74999DL2017PTC317056,DANDS INFOSERVE PRIVATE LIMITED,Delhi,Active
U74999DL2017PTC319499,TWENTY THREE EVENTS PRIVATE LIMITED,Delhi,Active
U74999DL2017PTC326036,RIVER LEADERSHIP CONSULTANCIES INDIA PRIVATE LIMITED,Delhi,Active
U74140DL2014PTC267654,DEV WOODZONE PRIVATE LIMITED,Delhi,Active
U74110DL2018PTC330125,HRP ACCOUNTING & ADVISORY SERVICES PRIVATE LIMITED,Delhi,Active
U74120DL2008PTC181723,STANFORD HOTEL MANAGEMENT PRIVATE LIMITED,Delhi,Strike Off
U74140DL2011PTC224170,TREACLE ASSOCIATES PRIVATE LIMITED,Delhi,Strike Off
U70102DL2013PTC251062,ABCZ BUILDCON PRIVATE LIMITED,Delhi,Active
U63040DL2006PTC145102,TEJSONS MOTORS PRIVATE LIMITED,Delhi,Strike Off
U64201DL2006PTC155078,KRISHNA TELENET PRIVATE LIMITED,Delhi,Active
U65100DL2015PLC278791,UNINAV CAPITAL LIMITED,Delhi,Strike Off
U72200DL2005PTC142908,VSK INFOTECH PRIVATE LIMITED,Delhi,Active
U72200DL2008PTC172182,PHXX WEBLAUNCH SOLUTIONS PRIVATE LIMITED,Delhi,Strike Off
U72200DL2014FTC267615,COMMEASURE SOLUTIONS INDIA PRIVATE LIMITED,Delhi,Active
U72200DL2014PTC272733,EIPIE SOLUTIONS PRIVATE LIMITED,Delhi,Strike Off
U74899DL1969PTC004986,BOLTON PRIVATE LIMITED,Delhi,Strike Off
U74899DL1990PTC039586,O.P. SONI AND SONS PRIVATE LIMITED,Delhi,Active
U74899DL1991PTC042884,ST. SOLDIERS BUILDERS PRIVATE LIMITED,Delhi,Active
U74899DL1994PTC057727,8 SQUARE STRUCTURES PRIVATE LIMITED,Delhi,Active
U74899DL1995PTC066966,AESTHETE INTERNATIONAL PRIVATE LIMITED,Delhi,Active
U74899DL2006PTC145112,HI-QUA AGRO TECH PRIVATE LIMITED,Delhi,Strike Off
U52590DL2016PTC307277,ELVIRA JEWELS PRIVATE LIMITED,Delhi,Active
U74999DL1958PTC002933,NU-LOOK PVT LTD,Delhi,Strike Off
U74999DL2014PTC267483,JEEVAN DIAGNOST PHARMACEUTICALS PRIVATE LIMITED,Delhi,Active
U74999DL2016NPL302665,DPSCHAITA FOUNDATION,Delhi,Active
U74999DL2016PLC292361,HAWKS PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U72900DL2005PTC136795,ZAP INFORMATION TECHNOLOGY PRIVATE LIMITED,Delhi,Active
U72900DL2007PTC170596,CONFLICT ANALYSIS & SECURITY SOLUTIONS PRIVATE LIMITED,Delhi,Strike Off
U72900DL2016FTC289472,ETRMSERVICES INDIA PRIVATE LIMITED,Delhi,Active
U32109DL2008PTC172692,WAMPIRE ELECTRONICS PRIVATE LIMITED,Delhi,Strike Off
U27310DL2007PTC166367,STYLE METAL WORKS PRIVATE LIMITED,Delhi,Strike Off
U28112DL2013PTC251821,VIHAAN BUILDFAB PRIVATE LIMITED,Delhi,Active
U28999DL2016PTC304629,CYTON MV PRIVATE LIMITED,Delhi,Active
U22300DL2012PTC242265,GOLF OUTDOOR AND MEDIA SERVICE PRIVATE LIMITED,Delhi,Strike Off
U18101DL2006PTC145640,VARUN SELECTION PRIVATE LIMITED,Delhi,Active
U15339DL2004PTC123823,K L M FOODS PRIVATE LIMITED,Delhi,Active
U15549DL2017PTC314282,RASO CONFECTIONERS PRIVATE LIMITED,Delhi,Under Process of Striking Off
U15549DL2017PTC327133,JALPAK FOODS INDIA PRIVATE LIMITED,Delhi,Active
AAD-4701,RIVULET AGRICULTURAL ESTATES LLP,Delhi,Active
U51494DL2011PTC227304,MAHANAGAR MERCANTILE PRIVATE LIMITED,Delhi,Strike Off
U45400DL2007PTC163464,D.R. BUILDTECH PRIVATE LIMITED,Delhi,Active
U45400DL2008PTC182464,MAHANAGAR PROMOTERS PRIVATE LIMITED,Delhi,Active
U45400DL2011PTC224428,LIBRA INFRA SOLUTIONS PRIVATE LIMITED,Delhi,Active
U45400DL2015PLC280655,MCCL REALTECH LIMITED,Delhi,Active
U45201DL2006PTC146991,ISSO DEVELOPERS PRIVATE LIMITED,Delhi,Converted to LLP
AAJ-7039,TRAVELNTOURIST VACATIONS LLP,Delhi,Active
U45200DL2007PTC158358,PRAKRITHI REALTY PRIVATE LIMITED,Delhi,Strike Off
AAP-3507,HEALTHWIRE MEDIA LLP,Delhi,Active
AAQ-3399,MOLINA AYURVEDIC PRODUCTS LLP,Delhi,Active
U93090DL2019PTC352597,B-E CONSULTANT SERVICES PRIVATE LIMITED,Delhi,Active
U80221DL2004PTC129527,KARAN EDUCATION PRIVATE LIMITED,Delhi,Active
U80302DL1998NPL091481,PEOPLE S ARCHIVE (EDUCATION INDUSTRY AND THE ARTS),Delhi,Active
U80900DL2018PTC331455,SGBS EDUTECH PRIVATE LIMITED,Delhi,Active
U80904DL2013PTC259634,UNIEIT INDIA PRIVATE LIMITED,Delhi,Strike Off
U67190DL2013PTC259179,MAHAVEERA FINSERV PRIVATE LIMITED,Delhi,Strike Off
U74999DL2017NPL326533,IITD-AIA FOUNDATION FOR SMART MANUFACTURING,Delhi,Active
U74999DL2017PTC321123,FLYINGBIRD ONLINE SERVICES PRIVATE LIMITED,Delhi,Active
U55209DL2018PTC335934,DEEPSOUNDS HOSPITALITY PRIVATE LIMITED,Delhi,Active
U51505DL2013PTC258612,SUNCRUX ENGINEERING PRIVATE LIMITED,Delhi,Strike Off
AAV-8800,SPK FRESHNERS LLP,Delhi,Active
U63013DL2004PTC125545,WANDW CARGO PRIVATE LIMITED,Delhi,Active
U45209DL2019PTC345130,LAEGRO BUILDCON PRIVATE LIMITED,Delhi,Active
U45200DL2011PTC218882,HAMSTER CONSTRUCTION PRIVATE LIMITED,Delhi,Strike Off
U51909DL2006PTC146969,OASIS COMMERCIAL PRIVATE LIMITED,Delhi,Active
U74920DL2008PTC183880,FAITH SECURITY AND DETECTIVES PRIVATE LIMITED,Delhi,Strike Off
U85100DL2014PTC264085,WORTHY HEALTHCARE SOLUTIONS PRIVATE LIMITED,Delhi,Active
U32309DL2006PTC150391,ATR ACOUSTICS PRIVATE LIMITED,Delhi,Strike Off
U33119DL1992PTC050369,MICRO SOFT DIGNOSTIC PRIVATE LIMITED,Delhi,Strike Off
U33119DL2017PTC310008,MEDWAALA PHARMACEUTICALS PRIVATE LIMITED,Delhi,Active
U33201DL2001PTC112078,DIVINE OPTICS PRIVATE LIMITED,Delhi,Strike Off
U34300DL2005PTC137599,VRD AUTOMATION PRIVATE LIMITED,Delhi,Active
U36911DL2006PTC146266,D.S.D. STONE PRIVATE LIMITED,Delhi,Strike Off
U11202DL2000PTC106005,SIDH PETROCHEM PRIVATE LIMITED,Delhi,Active
U13204DL2011PTC221900,MAURYA NATURAL RESOURCES PRIVATE LIMITED,Delhi,Under Process of Striking Off
U15122DL2013PTC259718,NEXTUS VENTURES PRIVATE LIMITED,Delhi,Active
U18100DL2011PTC218761,FMG CLOTHING PRIVATE LIMITED,Delhi,Active
AAW-6334,MEAN CONSULTANCY SERVICES LLP,Delhi,Active
U70101DL2011PTC221400,ARNOO PROJECTS PRIVATE LIMITED,Delhi,Active
U63023DL2012PTC241485,PROMAT LOGISTICS PRIVATE LIMITED,Delhi,Active
U63030DL2009PTC187074,ASPARK HOLIDAYS PRIVATE LIMITED,Delhi,Active
U67120DL2007PTC162772,CHANDWASIA COMMODITIES PRIVATE LIMITED,Delhi,Active
U72100DL2001PTC109802,GYAN BHARTI INFOTECH PRIVATE LIMITED,Delhi,Active
U72200DL2006PTC145631,SEMUSI TECHNOLOGIES PRIVATE LIMITED,Delhi,Active
U52609DL2020PTC367340,DERNIER-CRI STORES PRIVATE LIMITED,Delhi,Active
U72900DL2016PTC304362,CINNTRA INFO TECH SOLUTIONS PRIVATE LIMITED,Delhi,Active
U70100DL2019PTC352662,SPJ PROMOTERS PRIVATE LIMITED,Delhi,Active
U55209DL2016PTC305507,SIDDH GANGOUR SWEETS & DESSERTS PRIVATE LIMITED,Delhi,Active
U72300DL2006PTC151407,ITBROTHER INFOTECH PRIVATE LIMITED,Delhi,Strike Off
U72300DL2007ULT160741,BPB COMPUTER HARDWARE ENGINEERING COLLEGE PRIVATE LIMITED,Delhi,Strike Off
U51109DL2016PTC289973,NATIVE SALES PRIVATE LIMITED,Delhi,Active
U45201DL1989PLC037107,UPVAN BUILDERS LIMITED,Delhi,Active
U45201DL2006PTC146658,JAI KISHAN DASS AND SONS BUILDWELL PRIVATE LIMITED,Delhi,Active
U45201DL2006PTC147501,SKYTECH BUILDCON PRIVATE LIMITED,Delhi,Strike Off
U45201DL2013PTC248001,FASTECH BUILDERS PRIVATE LIMITED,Delhi,Active
U45400DL2009PTC187090,SAG INFRASTRUCTURE PRIVATE LIMITED,Delhi,Active
U45400DL2010PTC206781,S.R.C REALTORS PRIVATE LIMITED,Delhi,Active
U45400DL2011PTC218854,JELLYFISH CONSTRUCTION PRIVATE LIMITED,Delhi,Strike Off
U45400DL2013PTC258727,PARTH LANDCON PRIVATE LIMITED,Delhi,Strike Off
AAM-5090,DESTA RESEARCH LLP,Delhi,Active
AAP-7070,YUM PLUM LLP,Delhi,Active
AAJ-5958,GAURI SHANKAR LOGISTIC LLP,Delhi,Active
U29266DL2013PTC249056,VERNAL ENGINEERING PRIVATE LIMITED,Delhi,Strike Off
U45100DL2016PTC305007,LEITNER INDIA PRIVATE LIMITED,Delhi,Active
AAR-6956,MISHKA GUPTA ENTERPRISES LLP,Delhi,Active
U74999DL2015PTC279424,FITCITI TECHNOLOGY PRIVATE LIMITED,Delhi,Active
U74999DL2016PLC292385,PLOVERS PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U74999DL2016PTC304350,HELIOS SMARTECH PRIVATE LIMITED,Delhi,Active
U74999DL2017PTC323061,ANAGRO EXPORTS PRIVATE LIMITED,Delhi,Active
U74999DL2018PTC333359,ENCHANTRESS LOUNGE MAKEUP STUDIO PRIVATE LIMITED,Delhi,Active
U74999DL2019PTC354099,MARE MARITIME SUPPLIES AND SERVICES PRIVATE LIMITED,Delhi,Active
U74999DL2020OPC364737,A57 SUPPORT SERVICES (OPC) PRIVATE LIMITED,Delhi,Active
U74900DL2008PTC182162,A T IMPEX PRIVATE LIMITED,Delhi,Strike Off
U74900DL2009PTC188919,ABS LOGISTICS PRIVATE LIMITED,Delhi,Active
U74900DL2012PTC244989,YASHDEEP FACILITIES PRIVATE LIMITED,Delhi,Strike Off
U74900DL2013PTC248630,TRIUMPH GLOBAL PRIVATE LIMITED,Delhi,Active
U74900DL2016NPL293029,TIMOR FOUNDATION,Delhi,Active
U74900DL2016PLC292533,NIKUNJ PORTFOLIO CONSULTANTS LIMITED,Delhi,Active
U51900DL2018PTC342443,VISAM BROTHERS INDIA PRIVATE LIMITED,Delhi,Active
U70109DL2010PTC203284,J.M. INFRATECH PRIVATE LIMITED,Delhi,Amalgamated
U70109DL2012PTC243313,L.P. ESTCON (INDIA) PRIVATE LIMITED,Delhi,Strike Off
U70109DL2017PTC324727,SKETS SPACES PRIVATE LIMITED,Delhi,Active
U65192DL2008PTC172326,B K PORTFOLIO PRIVATE LIMITED,Delhi,Strike Off
U65923DL2007PTC166215,KANGAROO FINANCIAL SERVICES PRIVATE LIMITED,Delhi,Active
U45200DL1998PTC091982,GUPTA BROS (INDIA) PRIVATE LIMITED,Delhi,Strike Off
U61200DL2020PTC371334,CLASSIC CRUISE & SHIP PRIVATE LIMITED,Delhi,Active
U85100DL2020NPL361516,KRBL FOUNDATION,Delhi,Active
U27101DL1992PLC047015,ST SOLDIER PROPERTIES AND INDUSTRIES LIMITED,Delhi,Active
U70101DL1998PTC094231,CITY FAME BUILDERS PRIVATE LIMITED,Delhi,Active
U70101DL2003PTC118375,RMH CONTRACTS PRIVATE LIMITED,Delhi,Active
U92419DL2019PTC357363,COWBOYS SPORTS & ENTERTAINMENT PRIVATE LIMITED,Delhi,Active
U92490DL2012PTC232456,AKS FESTIVITIES PRIVATE LIMITED,Delhi,Strike Off
U74899DL1974PTC007501,CERAMIC CAPACITORS MANUFACTURING CO PVT LTD,Delhi,Strike Off
U74899DL1981PTC012827,SAVITRI CYLINDERS PRIVATE LIMITED,Delhi,Active
U74899DL1983PLC016391,TULIP FINANCE LIMITED,Delhi,Active
U74899DL1995PTC064780,IMPRESSIVE INVESTMENT PRIVATE LIMITED,Delhi,Active
U74899DL1997PTC087376,TULIP MERCANTILE PRIVATE LIMITED,Delhi,Active
U74899DL1999PTC099800,S L OVERSEAS PRIVATE LIMITED,Delhi,Active
U74910DL1994PTC062386,INTEGRATED SALES DISTRIBUTORS PRIVATE LI MITED,Delhi,Strike Off
U74950DL2002PTC115713,PARADISE MULTIPACK INDIA PRIVATE LIMITED,Delhi,Active
U80302DL2019PTC346891,VINAYAN (INDIA) CONSULTING AND SERVICES PRIVATE LIMITED,Delhi,Active
U80902DL2021PTC377935,VINYANS (INDIA) ADMISSIONS & SCHOLARSHIPS CONSULTING PRIVATE LIMITED,Delhi,Active
U80903DL2014PTC274504,YUVA PLATFORM GUIDELINES PRIVATE LIMITED,Delhi,Strike Off
U29200DL2021PTC379485,SURAKSHA ROAD SAFETY PRIVATE LIMITED,Delhi,Active
U72900DL2018PTC334003,SHIYAZ INFOTECH PRIVATE LIMITED,Delhi,Active
U72900DL2020PTC363016,HOLOSOFT PRIVATE LIMITED,Delhi,Active
U51909DL2006PTC146046,FAMILY EXPORTS PRIVATE LIMITED,Delhi,Strike Off
U32109DL2019FTC355255,RFTECH MOBILE PRIVATE LIMITED,Delhi,Active
U45201DL2006PTC145127,JSS DEVELOPERS PRIVATE LIMITED,Delhi,Strike Off
U45201DL2006PTC145650,AMMA BUILDTECH PRIVATE LIMITED,Delhi,Strike Off
U74920DL2002PTC114235,KARTIKA PLACEMENT SECQURITY SERVICES PRIVATE LIMITED,Delhi,Strike Off
U74899DL1989PTC035366,BHISHMA EXPORTS PRIVATE LIMITED,Delhi,Active
U74899DL2006PTC144874,SHREE TRILOKI DEVELOPERS PRIVATE LIMITED,Delhi,Strike Off
U74999DL2014PTC274291,MACKERAL OIL TOOLS PRIVATE LIMITED,Delhi,Active
U85300DL2020NPL367459,NAVYA UJALA FOUNDATION,Delhi,Active
U85320DL2018PTC329336,AUSHADH LIFECARE PRIVATE LIMITED,Delhi,Active
U90000DL2020PTC371140,UK W INFRA PRIVATE LIMITED,Delhi,Active
U74999DL2021OPC378406,COMPLIANCE HOTSPOT (OPC) PRIVATE LIMITED,Delhi,Active
U74999DL2018PTC340720,FAGS TECHNOLOGIES PRIVATE LIMITED,Delhi,Active
U74999DL2019OPC347568,WIZ MONEYART SERVICES (OPC) PRIVATE LIMITED,Delhi,Active
U74890DL2005PTC144206,ANAND PLASTICIDES PRIVATE LIMITED,Delhi,Strike Off
U74899DL1988PTC034462,REGENCY EXPORTS PRIVATE LIMITED,Delhi,Active
U74993DL2017PTC323641,QUTUB BAZAAR PRIVATE LIMITED,Delhi,Active
U72900DL2019PTC355836,SCALEOPS ARTIFICIAL INTELLIGENCE PRIVATE LIMITED,Delhi,Active
U17115DL2006PTC146821,RAMAN TEXTILES PRIVATE LIMITED,Delhi,Strike Off
U18101DL2006PTC144895,REBSEB FASHIONS PRIVATE LIMITED,Delhi,Strike Off
AAR-8250,VULCAN PARTNERS LLP,Delhi,Active
U85190DL2008PTC176756,EZ HEALTHLINE PRIVATE LIMITED,Delhi,Active
U92133DL2005PTC142835,PLATINUM MULTIMEDIA PRIVATE LIMITED,Delhi,Strike Off
U72300DL2010PTC209767,S4 DESTINATION MANAGEMENT COMPANY PRIVATE LIMITED,Delhi,Active
U74999DL2016PTC307836,BLITHE LOGISTICS PRIVATE LIMITED,Delhi,Strike Off
U74999DL2021OPC380223,GALLERY CRIMSON (OPC) PRIVATE LIMITED,Delhi,Active
AAV-3317,CELESTIAL VALLEY LLP,Delhi,Active
AAV-3320,SPG REALTY ZONE LLP,Delhi,Active
AAV-3322,SPG REALTY MART LLP,Delhi,Active
U51909DL2006PTC145634,RATANJOT GREEN FUELS PRIVATE LIMITED,Delhi,Active
U70109DL2012PTC246664,MERA BABA LANDBASE PRIVATE LIMITED,Delhi,Strike Off
U70109DL2021PTC379449,RESIDENTIAL SQUARE PRIVATE LIMITED,Delhi,Active
AAA-8816,RPM NATURAL RESOURCES LLP,Delhi,Active
U45201DL2006PTC145736,B.L. INFRATECH PRIVATE LIMITED,Delhi,Strike Off
AAM-1668,NET2SOURCE LLP,Delhi,Active
AAV-3323,SKYHIGH ZONE LLP,Delhi,Active
U25200DL2016PTC292606,DHRUV POLYCOAT PRIVATE LIMITED,Delhi,Active
U74999DL2018PTC328356,OMNISCIENCE INFORMATION TECHNOLOGIES (INDIA) PRIVATE LIMITED,Delhi,Active
U74999DL2018PTC339775,BEST OUTCOME CONSULTANTS PRIVATE LIMITED,Delhi,Active
U74999DL2019PTC346742,ACCELERATE PRODUCTX VENTURES PRIVATE LIMITED,Delhi,Active
U74999DL2021PTC375320,INTELLIGENZIA SECURITY TRAINING AND RECRUITMENT INDIA PRIVATE LIMITED,Delhi,Active
U74899DL1989PTC036043,ANCHAL COMMERCIAL PRIVATE LIMITED,Delhi,Active
U17200DL2014PTC269948,MNV FASHION PRIVATE LIMITED,Delhi,Active
U74999DL2019PTC346179,EXPRESSWINGS LOGISTICS PRIVATE LIMITED,Delhi,Active
U72502DL2020PTC374119,INFOFOX SYSTEMS PRIVATE LIMITED,Delhi,Active
U29199DL1999PTC100583,HEI ENGINEERING PRIVATE LIMITED.,Delhi,Strike Off
U29253DL2012PTC230551,CE COMFORT ENGINEERS PRIVATE LIMITED,Delhi,Active
U29308DL1999PLC100085,SCOT AUTOMATION LIMITED,Delhi,Strike Off
U30009DL2020PTC369091,MAKER CREATIONS PRIVATE LIMITED,Delhi,Active
U31102DL2006PTC146621,COILS & TRANSFORMER INDIA PRIVATE LIMITED,Delhi,Active
U31102DL2008PTC183611,VASAVI THERMAL TRANSFER PRIVATE LIMITED,Delhi,Strike Off
U15400DL2021PTC375221,GOPHER VENTURES PRIVATE LIMITED,Delhi,Active
U15490DL2012PTC235907,FERIA INTERNATIONAL PRIVATE LIMITED,Delhi,Active
U15499DL2002PTC116839,LNM FOODS PRIVATE LIMITED,Delhi,Strike Off
U15549DL2018PTC333650,SPICE FRESH PRIVATE LIMITED,Delhi,Active
U27106DL2006PTC145645,GARG MINERALS AND ALLOYS PRIVATE LIMITED,Delhi,Strike Off
U27107DL2007PTC157288,BLUE ENGINEERING PRIVATE LIMITED,Delhi,Active
U27310DL2002PTC115983,SARU PRECISION WIRES PRIVATE LIMITED,Delhi,Active
U28112DL2006PTC145511,TRIDENT SUPER STRUCTURES PRIVATE LIMITED,Delhi,Strike Off
U29100DL1978PLC008989,EICHER PRECISION MACHINES LIMITED,Delhi,Strike Off
U19100DL2016PTC307113,4TRACK STEPUP PRIVATE LIMITED,Delhi,Active
U19201DL1970PTC005490,THE LEATHER GOODS MANUFACTURING AND MARKETING COMPANY LIMITED,Delhi,Strike Off
U20101DL2006PTC148338,KANHAI KRAFTS PRIVATE LIMITED.,Delhi,Strike Off
U21093DL2018PTC343600,ULTRA BARRIER PRIVATE LIMITED,Delhi,Active
U22110DL1999PTC103029,QUANTUM MEDIA PRIVATE LIMITED,Delhi,Active
U22190DL2012PTC231949,DIGIZONE PLUS PRIVATE LIMITED,Delhi,Strike Off
U22212DL2008PTC173315,IN TOUCH PUBLICATIONS PRIVATE LIMITED,Delhi,Strike Off
U01119DL1999PLC100700,GANESH DAS BHOJRAJ (INDIA) LTD.,Delhi,Strike Off
U11100DL2007PTC161228,PEEKAY AIR FILTERS PRIVATE LIMITED,Delhi,Active
U24233DL2007PLC166943,DALMIA SUGAR VENTURES LIMITED,Delhi,Active
U25200DL1973PTC007023,HARYANA PLASTEX LIMITED,Delhi,Strike Off
U25200DL2008PTC175267,SHIELD POLYMERS PRIVATE LIMITED,Delhi,Under Process of Striking Off
U25206DL1986PTC026255,BARAR POLYLS PRIVATE LIMITED,Delhi,Strike Off
U17121DL2007PTC167808,DELUXE WEAR TRADING PRIVATE LIMITED,Delhi,Active
U18101DL1998PTC091765,NKR SYNTEX PRIVATE LIMITED,Delhi,Active
U18101DL2003PTC119470,PADMAWATI COLOUR TOUCH PRIVATE LIMITED,Delhi,Strike Off
U18101DL2004PTC128661,DELTA GARMENTS PRIVATE LIMITED,Delhi,Active
U18101DL2008PTC182554,SEEMA APPARELS PRIVATE LIMITED,Delhi,Active
AAV-7136,APRICOT DESIGN LLP,Delhi,Active
AAV-7209,SUACHIN CONSTRUCTIONS LLP,Delhi,Active
